Zip Code,State,Geography,Total population,Male; Estimate; Total population,Female; Estimate; Total population, AGE - Under 5 years, AGE - 5 to 9 years, AGE - 10 to 14 years, AGE - 15 to 19 years, AGE - 20 to 24 years, AGE - 25 to 29 years, AGE - 30 to 34 years, AGE - 35 to 39 years, AGE - 40 to 44 years, AGE - 45 to 49 years, AGE - 50 to 54 years, AGE - 55 to 59 years, AGE - 60 to 64 years, AGE - 65 to 69 years, AGE - 70 to 74 years, AGE - 75 to 79 years, AGE - 80 to 84 years, AGE - 85 years and over
ZIP 38862,MS,ZCTA5 38862,2004,902,1102,1031,796,1013,561,1067,886,1375,1194,1121,922,1465,2550,1501,561,705,579,470,235
ZIP 38863,MS,ZCTA5 38863,20350,9905,10445,1212,1718,1158,1375,959,1176,1031,1103,1194,1230,1320,1103,1013,832,416,506,416,326
ZIP 38864,MS,ZCTA5 38864,1875,928,947,941,2080,1375,1990,1085,1230,1501,1212,1339,362,796,922,1429,796,597,181,181,90
ZIP 38865,MS,ZCTA5 38865,4553,2073,2480,886,1610,1085,651,742,687,1158,1031,1773,1483,778,1483,904,1085,1248,814,434,199
ZIP 38866,MS,ZCTA5 38866,12845,6086,6759,1284,1700,1194,705,995,1556,1357,1248,1158,1519,1103,1013,959,868,651,253,307,199
ZIP 38868,MS,ZCTA5 38868,5291,2559,2732,1483,1158,1393,995,1718,1266,1049,995,1248,1447,1429,1230,977,380,362,217,380,362
ZIP 38869,MS,ZCTA5 38869,420,180,240,2587,941,1809,3021,1212,868,1809,434,1085,724,687,814,470,651,127,0,687,181
ZIP 38870,MS,ZCTA5 38870,2491,1279,1212,633,886,1447,886,1537,362,1447,1103,1158,1935,995,977,1429,1393,470,561,633,217
ZIP 38871,MS,ZCTA5 38871,1776,892,884,1519,1266,1827,1121,506,1465,1501,941,705,1158,1700,1103,995,922,579,416,199,145
ZIP 38873,MS,ZCTA5 38873,2761,1323,1438,344,1013,1067,922,1357,543,651,1230,1212,1483,1013,1248,1863,2134,506,488,470,525
ZIP 38876,MS,ZCTA5 38876,1443,671,772,1176,850,1357,1121,922,796,1375,506,1266,1537,2152,1230,1085,633,597,543,506,434
ZIP 38878,MS,ZCTA5 38878,2941,1465,1476,1194,1194,1845,705,1827,977,850,1049,1248,1574,724,922,832,1212,543,724,344,289
ZIP 38879,MS,ZCTA5 38879,634,391,243,0,705,1592,2804,3147,633,2605,1917,1284,0,832,1339,0,253,995,0,0,0
ZIP 38901,MS,ZCTA5 38901,18635,8577,10058,1266,977,1357,1574,1121,850,904,941,1447,1212,1357,1248,1049,922,615,597,307,362
ZIP 38913,MS,ZCTA5 38913,365,167,198,2080,0,1339,253,0,2822,2026,0,289,543,2026,2876,995,1592,488,0,452,289
ZIP 38914,MS,ZCTA5 38914,406,214,192,362,1917,941,1339,2044,90,452,3382,1917,362,452,1863,705,579,669,977,36,0
ZIP 38915,MS,ZCTA5 38915,3825,1806,2019,1592,1266,814,1176,959,1103,995,1085,941,778,1357,1339,1176,1013,651,687,488,669
ZIP 38916,MS,ZCTA5 38916,5375,2541,2834,814,1248,1411,1176,977,778,904,778,1519,1357,1411,1447,1085,941,651,814,398,326
ZIP 38917,MS,ZCTA5 38917,3286,1621,1665,941,742,742,615,832,1302,1881,868,543,1212,1610,1158,1537,1447,977,1049,380,253
ZIP 38920,MS,ZCTA5 38920,541,221,320,868,307,796,470,506,506,995,1140,0,1736,1266,1429,1845,3003,326,995,1574,307
ZIP 38921,MS,ZCTA5 38921,4564,1851,2713,1628,1194,1881,1085,922,1085,796,1158,1013,1013,1067,1339,1140,814,760,633,289,307
ZIP 38922,MS,ZCTA5 38922,3405,1715,1690,959,597,1266,1140,253,398,850,1646,1664,1013,2261,1990,705,1212,651,687,561,235
ZIP 38923,MS,ZCTA5 38923,1465,889,576,868,1827,687,2008,326,1176,778,380,488,922,2677,796,1067,995,1375,687,0,1049
ZIP 38924,MS,ZCTA5 38924,779,314,465,271,1736,1881,1556,651,398,1791,1320,380,1085,1140,814,1556,742,1718,90,506,434
ZIP 38925,MS,ZCTA5 38925,2289,1268,1021,778,1483,1230,1212,1447,633,796,1592,1339,561,1140,1212,995,1447,615,181,687,724
ZIP 38927,MS,ZCTA5 38927,1081,603,478,1158,687,2134,1230,561,1266,0,1628,2189,235,1375,1483,687,1429,1664,0,235,145
ZIP 38928,MS,ZCTA5 38928,300,133,167,4287,2478,2297,850,778,597,1628,127,488,1212,724,1085,904,307,54,127,0,181
ZIP 38929,MS,ZCTA5 38929,1286,613,673,525,416,3527,1049,1339,0,0,2333,1031,2406,1067,506,1411,1176,434,488,0,398
ZIP 38930,MS,ZCTA5 38930,25087,11919,13168,1501,1483,1302,1230,1140,1212,1248,1031,1121,1067,1158,1212,941,778,597,452,235,380
ZIP 38940,MS,ZCTA5 38940,1861,931,930,525,633,1664,181,904,506,868,1067,1592,1863,832,2948,1158,1212,1248,344,362,181
ZIP 38941,MS,ZCTA5 38941,5024,2443,2581,1158,1049,959,2894,2966,1176,850,1013,868,1013,705,1194,543,579,289,271,235,326
ZIP 38943,MS,ZCTA5 38943,431,254,177,0,1266,3563,832,0,506,1393,1429,2098,543,2442,3147,0,0,886,0,0,0
ZIP 38944,MS,ZCTA5 38944,411,228,183,796,0,615,1899,3473,615,0,1592,0,488,1103,977,4052,615,398,488,0,1013
ZIP 38945,MS,ZCTA5 38945,16,16,0,0,0,0,0,0,0,18088,0,0,0,0,0,0,0,0,0,0,0
ZIP 38946,MS,ZCTA5 38946,361,139,222,2062,1755,452,1501,2008,995,651,1103,1755,1049,452,705,199,959,1103,1357,0,0
ZIP 38947,MS,ZCTA5 38947,493,129,364,326,778,3419,145,2460,0,669,3274,0,362,398,1357,3147,850,36,579,181,109
ZIP 38948,MS,ZCTA5 38948,2233,1001,1232,1013,1718,1013,941,922,995,452,814,416,868,1266,904,2623,886,1158,1158,163,742
ZIP 38949,MS,ZCTA5 38949,53,19,34,0,0,0,4775,0,0,0,0,3419,4432,0,0,0,0,5463,0,0,0
ZIP 38950,MS,ZCTA5 38950,161,76,85,0,778,0,0,2695,0,0,0,3491,1791,0,0,4160,3039,904,217,1013,0
ZIP 38951,MS,ZCTA5 38951,1354,587,767,1628,416,1917,1755,977,687,868,1230,1248,1628,1393,1013,1519,380,561,307,181,380
ZIP 38952,MS,ZCTA5 38952,684,372,312,814,1736,796,1899,1646,1140,2333,1447,669,922,1031,814,814,561,850,271,109,235
ZIP 38953,MS,ZCTA5 38953,610,357,253,1845,0,1013,2840,1990,941,452,1682,1357,1954,271,742,362,1610,127,922,0,0
ZIP 38954,MS,ZCTA5 38954,1060,468,592,1013,1103,1791,271,398,2261,1266,651,1121,1574,2496,1266,525,1140,525,0,0,687
ZIP 38957,MS,ZCTA5 38957,624,356,268,2207,54,289,289,3600,1158,344,253,1881,344,344,1284,1592,579,778,760,922,1393
ZIP 38958,MS,ZCTA5 38958,27,15,12,0,0,0,0,0,0,0,0,0,0,10057,0,0,0,0,0,0,8031
ZIP 38961,MS,ZCTA5 38961,791,369,422,0,2098,3039,2333,1103,289,0,3202,0,344,1013,1755,941,488,452,289,253,488
ZIP 38962,MS,ZCTA5 38962,84,28,56,0,0,0,0,0,0,0,0,0,2152,0,0,3021,5173,0,1935,1935,3871
ZIP 38963,MS,ZCTA5 38963,5608,4541,1067,561,488,832,760,2478,3437,2568,1990,1302,742,886,760,307,326,163,181,109,181
ZIP 38964,MS,ZCTA5 38964,284,102,182,0,0,2044,2550,506,0,0,959,2225,2351,3183,1791,2044,0,0,452,0,0
ZIP 38965,MS,ZCTA5 38965,8854,4415,4439,1284,941,995,977,1646,1158,1339,832,850,1176,1176,1357,1302,1067,778,344,416,452
ZIP 38966,MS,ZCTA5 38966,771,211,560,525,1646,1483,941,398,2026,1447,181,561,1411,2116,2370,941,886,651,307,217,0
ZIP 38967,MS,ZCTA5 38967,6911,3046,3865,1230,1556,1176,1375,1266,380,1049,1302,1158,1031,1248,1357,814,742,850,633,289,651
ZIP 39038,MS,ZCTA5 39038,6549,2975,3574,1628,1447,1266,1429,1483,1212,1212,959,1031,1031,1339,1284,850,597,416,253,326,307
ZIP 39039,MS,ZCTA5 39039,1892,1036,856,145,1049,1682,814,470,1230,90,2333,1393,525,922,2189,1031,1574,1085,904,398,235
ZIP 39040,MS,ZCTA5 39040,4176,2096,2080,1465,1302,1067,760,1140,1519,1121,1755,1140,1176,1140,1085,959,886,506,488,525,90
ZIP 39041,MS,ZCTA5 39041,4028,1844,2184,959,543,705,1284,1320,488,832,1266,1809,1067,1140,2370,1736,742,398,561,307,579
ZIP 39042,MS,ZCTA5 39042,35777,16617,19160,1049,1447,1176,1067,868,1230,1176,1447,1393,1212,1212,1302,1067,995,488,398,326,235
ZIP 39044,MS,ZCTA5 39044,4050,1881,2169,1501,1049,1212,1085,1212,1067,742,796,1103,1429,1827,1248,1664,995,253,506,72,307
ZIP 39045,MS,ZCTA5 39045,1258,522,736,868,2370,2424,651,1176,1809,1664,90,705,1176,1465,814,814,452,977,235,0,380
ZIP 39046,MS,ZCTA5 39046,27121,12641,14480,1429,1266,1230,1501,1284,1375,1176,1284,1121,1266,1103,1140,886,615,488,362,235,362
ZIP 39047,MS,ZCTA5 39047,37880,18303,19577,1501,1357,1248,922,778,1375,1574,1556,1320,1140,1121,1158,1031,615,506,326,253,271
ZIP 39051,MS,ZCTA5 39051,16799,8111,8688,1592,1411,1284,1447,977,1103,1375,1176,904,1049,1284,995,977,850,579,398,344,344
ZIP 39054,MS,ZCTA5 39054,411,198,213,1718,1755,488,1755,742,2370,1140,398,1320,307,3437,1194,271,0,307,886,0,0
ZIP 39056,MS,ZCTA5 39056,26231,12547,13684,1067,904,1357,1537,1610,1266,1158,904,1049,1483,1302,1121,904,760,579,416,289,380
ZIP 39057,MS,ZCTA5 39057,1766,881,885,1158,2279,1791,959,868,1700,724,1700,597,1302,1049,1357,904,633,398,127,416,109
ZIP 39059,MS,ZCTA5 39059,12089,6025,6064,1158,1447,1049,1158,1357,1266,1212,922,1140,1284,1266,1049,1339,1031,380,434,326,271
ZIP 39061,MS,ZCTA5 39061,247,22,225,4974,1103,1537,4974,0,0,2641,0,1682,0,0,1176,0,0,0,0,0,0
ZIP 39062,MS,ZCTA5 39062,458,197,261,669,1339,1628,1465,633,941,1773,1972,362,1339,1664,307,2207,506,434,72,506,235
ZIP 39063,MS,ZCTA5 39063,3507,1715,1792,1447,1574,1809,1194,1664,633,1465,868,1049,1393,796,1158,705,832,561,307,380,307
ZIP 39066,MS,ZCTA5 39066,4513,2415,2098,1103,1411,1103,1158,1519,1284,778,868,959,2080,1176,904,1556,1103,615,199,163,72
ZIP 39067,MS,ZCTA5 39067,1595,916,679,1284,1393,814,832,1013,1718,1411,832,1320,1266,1248,1049,1483,1176,922,326,18,0
ZIP 39069,MS,ZCTA5 39069,6154,3178,2976,1067,1121,1266,1954,1212,995,1411,1031,1049,1158,1266,1483,1013,886,326,362,127,398
ZIP 39071,MS,ZCTA5 39071,5680,2720,2960,995,1085,1429,1339,470,904,1302,1121,1320,850,1284,1990,1049,1574,488,434,235,253
ZIP 39073,MS,ZCTA5 39073,19976,10006,9970,1320,1140,1556,1176,886,904,1302,1375,1339,1176,1194,1519,977,832,543,326,326,217
ZIP 39074,MS,ZCTA5 39074,15049,7101,7948,1628,1194,1664,1284,1103,1284,1302,1121,1121,1158,1085,1121,868,760,452,470,289,181
ZIP 39078,MS,ZCTA5 39078,1052,432,620,561,543,1103,1049,470,307,1212,1755,1176,2442,2098,1700,742,1393,760,90,633,54
ZIP 39079,MS,ZCTA5 39079,2139,1058,1081,1067,1483,1103,2966,2315,1447,1357,307,615,506,922,1664,525,525,326,199,434,307
ZIP 39082,MS,ZCTA5 39082,1527,793,734,959,3491,1809,1031,778,705,941,669,597,1067,2207,1339,868,380,307,181,181,615
ZIP 39083,MS,ZCTA5 39083,9961,4639,5322,1483,1230,995,1411,1103,1031,1103,1049,814,959,1501,1302,1393,868,488,543,380,434
ZIP 39086,MS,ZCTA5 39086,1939,838,1101,1537,1574,1375,1429,1972,1393,1121,633,1158,1031,941,1103,1320,742,109,380,235,72
ZIP 39088,MS,ZCTA5 39088,189,128,61,1248,0,2876,1248,0,0,669,760,0,3165,1049,2587,4016,470,0,0,0,0
ZIP 39090,MS,ZCTA5 39090,13673,6137,7536,1212,1664,1429,1519,850,742,995,814,1230,1230,1013,1085,1103,868,760,615,470,488
ZIP 39092,MS,ZCTA5 39092,3231,1561,1670,760,1031,1519,1447,1845,778,506,1121,959,2478,850,742,1121,669,1158,470,199,398
ZIP 39094,MS,ZCTA5 39094,3578,1799,1779,796,705,2044,1103,742,760,651,1357,1049,1682,1339,1610,1248,579,1121,543,398,326
ZIP 39095,MS,ZCTA5 39095,7486,3590,3896,1574,1212,1302,1375,1212,1284,1085,1067,1121,1121,1284,1031,977,615,506,597,344,416
ZIP 39096,MS,ZCTA5 39096,1812,978,834,1140,561,760,4070,2333,344,1320,434,470,705,1592,1031,1212,380,0,742,271,669
ZIP 39097,MS,ZCTA5 39097,422,233,189,344,0,0,0,217,561,344,217,1465,2008,941,2442,2695,2406,2406,1411,561,90
ZIP 39108,MS,ZCTA5 39108,1959,974,985,922,687,1013,1158,1393,705,1121,850,1230,1140,1140,1140,1556,977,1085,1140,506,307
ZIP 39110,MS,ZCTA5 39110,38795,19186,19609,1176,1266,1845,1230,615,850,1103,1049,1574,1465,1465,1302,1284,705,506,253,235,199
ZIP 39111,MS,ZCTA5 39111,9601,4884,4717,1429,1393,1013,1556,1248,1067,1320,561,977,1248,1049,1700,868,868,470,326,615,398
ZIP 39113,MS,ZCTA5 39113,659,460,199,904,687,1067,1375,1809,2822,2532,488,941,1429,705,579,199,488,1013,543,199,307
ZIP 39114,MS,ZCTA5 39114,9584,4228,5356,1085,1302,1284,1339,1031,1121,886,1158,1140,1266,1519,1176,922,922,742,506,380,326
ZIP 39115,MS,ZCTA5 39115,28,13,15,0,0,0,0,0,5806,0,8393,0,0,0,0,3871,0,0,0,0,0
ZIP 39116,MS,ZCTA5 39116,2275,1135,1140,434,1013,2189,1845,525,253,814,1845,1121,1556,1176,289,2514,597,1085,452,163,199
ZIP 39117,MS,ZCTA5 39117,10626,5198,5428,1212,1320,1158,1013,1121,1519,1085,1013,1121,868,1465,1121,1266,1031,579,633,398,199
ZIP 39119,MS,ZCTA5 39119,6348,3135,3213,2008,1501,977,1121,1031,1610,868,1248,850,1158,1031,1140,959,1302,470,452,127,217
ZIP 39120,MS,ZCTA5 39120,32443,16171,16272,1158,1248,886,1031,1158,1194,1121,1176,1013,1158,1447,1483,1121,832,705,579,434,344
ZIP 39140,MS,ZCTA5 39140,2075,844,1231,669,1339,1899,814,850,651,1592,742,959,868,1501,1845,1121,1158,1031,543,271,235
ZIP 39144,MS,ZCTA5 39144,1020,531,489,0,289,3238,3021,2442,416,344,1339,470,832,651,2822,525,597,398,597,109,0
ZIP 39145,MS,ZCTA5 39145,4647,2355,2292,543,868,1628,1736,488,669,543,724,886,1935,1429,1483,1212,1537,886,922,543,72
ZIP 39146,MS,ZCTA5 39146,2353,1078,1275,814,1266,1212,1447,1320,832,669,669,886,1266,1592,1140,959,1194,922,724,506,669
ZIP 39149,MS,ZCTA5 39149,1512,827,685,434,1393,615,2062,1176,470,814,1049,2767,1755,615,1121,687,1121,525,452,217,832
ZIP 39150,MS,ZCTA5 39150,5528,2468,3060,1121,1140,1067,1411,1827,959,959,941,1176,742,1302,1121,1194,814,922,452,543,398
ZIP 39152,MS,ZCTA5 39152,1113,635,478,398,579,1718,2152,1411,597,941,904,886,1302,2496,1429,1121,217,687,705,235,271
ZIP 39153,MS,ZCTA5 39153,3992,1794,2198,1700,1013,1176,886,977,977,1121,886,1085,1158,1121,1429,1140,1085,995,687,326,307
ZIP 39154,MS,ZCTA5 39154,10499,5616,4883,832,1248,1085,2152,1339,1103,705,1266,814,941,1230,1230,1483,832,778,326,326,398
ZIP 39156,MS,ZCTA5 39156,463,266,197,2496,742,1610,0,2225,0,0,2966,434,3129,0,2261,1447,778,0,0,0,0
ZIP 39157,MS,ZCTA5 39157,24781,11764,13017,1284,1176,1067,1049,1501,1610,1556,1465,1067,1140,1393,922,796,597,398,326,307,452
ZIP 39159,MS,ZCTA5 39159,3291,1481,1810,796,1067,1339,1085,1158,1447,561,850,1339,1375,1067,1935,1158,724,778,271,543,651
